"service_uploaded","device_urn","loc_lat","loc_lon","env_temp","env_humid","pms_pm01_0","pms_pm02_5","pms_pm10_0"
"Jun 10, 2020 @ 02:37:06.000","note:dev:865284040095238","34.122","-118.262",,,0,0,0
"Jun 10, 2020 @ 02:30:36.000","note:dev:865284040097879","34.065","-118.286",,,0,0,0
"Jun 10, 2020 @ 02:30:30.000","note:dev:865284040097879","34.065","-118.286",,,0,0,0
"Jun 10, 2020 @ 02:29:54.000","note:dev:865284040125878","34.483","136.163",,,0,"0.18","0.18"
"Jun 10, 2020 @ 02:29:49.000","note:dev:865284040125878","34.483","136.163",,,"0.55",1,"1.15"
"Jun 10, 2020 @ 02:28:54.000","note:dev:865284040070785","34.122","-118.261",,,0,0,0
"Jun 10, 2020 @ 02:28:49.000","note:dev:865284040070785","34.122","-118.261",,,"0.43","1.05","1.25"
"Jun 10, 2020 @ 02:28:43.000","note:dev:865284040070785","34.122","-118.261",,,"0.23","0.23","0.23"
"Jun 10, 2020 @ 02:28:38.000","note:dev:865284040070785","34.122","-118.261",,,0,0,0
"Jun 10, 2020 @ 02:28:32.000","note:dev:865284040070785","34.122","-118.261",,,0,0,0
"Jun 10, 2020 @ 02:26:29.000","note:dev:865284040083945","35.665","139.705",,,"5.05","5.65","5.83"
"Jun 10, 2020 @ 02:26:24.000","note:dev:865284040083945","35.665","139.705",,,"9.35","9.82","9.82"
"Jun 10, 2020 @ 02:26:18.000","note:dev:865284040083945","35.665","139.705",,,"3.78","4.35","5.03"
"Jun 10, 2020 @ 02:26:13.000","note:dev:865284040083945","35.665","139.705",,,"8.43","8.5","8.5"
"Jun 10, 2020 @ 02:14:11.000","safecast:3714913954","52.395","4.875",,,2,4,4
"Jun 10, 2020 @ 02:10:10.000","safecast:678194983","46.555","15.636",,,3,5,5
"Jun 10, 2020 @ 01:44:18.000","safecast:3714913954","52.395","4.875",,,4,5,6
"Jun 10, 2020 @ 01:40:10.000","safecast:678194983","46.555","15.636",,,3,5,5
"Jun 10, 2020 @ 01:26:47.000","note:dev:865284040083945","35.665","139.705",,,"5.18","6.13","6.13"
"Jun 10, 2020 @ 01:26:42.000","note:dev:865284040083945","35.665","139.705",,,"4.6","5.4","6.45"
"Jun 10, 2020 @ 01:26:36.000","note:dev:865284040083945","35.665","139.705",,,"4.75","5.5","6.25"
"Jun 10, 2020 @ 01:26:31.000","note:dev:865284040083945","35.665","139.705",,,"3.85","4.85","4.85"
"Jun 10, 2020 @ 01:14:17.000","safecast:3714913954","52.395","4.875",,,5,7,7
"Jun 10, 2020 @ 01:10:11.000","safecast:678194983","46.555","15.636",,,4,5,6
"Jun 10, 2020 @ 01:05:11.000","note:dev:865284040095295","42.565","-70.784",,,"0.68","0.9","0.9"
"Jun 10, 2020 @ 01:05:05.000","note:dev:865284040095295","42.565","-70.784",,,"4.65","5.88","5.95"
"Jun 10, 2020 @ 01:05:00.000","note:dev:865284040095295","42.565","-70.784",,,0,"0.13","0.45"
"Jun 10, 2020 @ 01:01:38.000","note:dev:865284040097945","34.122","-118.261",,,0,0,0
"Jun 10, 2020 @ 01:01:33.000","note:dev:865284040097945","34.122","-118.261",,,0,0,0
"Jun 10, 2020 @ 00:50:18.000","note:dev:865284040102018","25.038","121.507",,,0,"0.08","0.08"
"Jun 10, 2020 @ 00:50:13.000","note:dev:865284040102018","25.038","121.507",,,"0.08","0.83","0.83"
"Jun 10, 2020 @ 00:44:25.000","safecast:3714913954","52.395","4.875",,,3,5,6
"Jun 10, 2020 @ 00:41:39.000","note:dev:865284040095238","34.122","-118.262",,,0,0,0
"Jun 10, 2020 @ 00:41:33.000","note:dev:865284040095238","34.122","-118.262",,,0,0,0
"Jun 10, 2020 @ 00:40:11.000","safecast:678194983","46.555","15.636",,,3,4,4
"Jun 10, 2020 @ 00:31:58.000","safecast:3856112813","47.612","-122.345","17.086","82.403",1,1,1
"Jun 10, 2020 @ 00:31:22.000","note:dev:865284040097879","34.065","-118.286",,,0,0,0
"Jun 10, 2020 @ 00:31:16.000","note:dev:865284040097879","34.065","-118.286",,,"3.23","3.23","3.68"
"Jun 10, 2020 @ 00:31:11.000","note:dev:865284040097879","34.065","-118.286",,,0,0,0
"Jun 10, 2020 @ 00:31:06.000","note:dev:865284040097879","34.065","-118.286",,,0,0,0
"Jun 10, 2020 @ 00:29:27.000","note:dev:865284040125878","34.483","136.163",,,"1.4","2.03","2.03"
"Jun 10, 2020 @ 00:29:21.000","note:dev:865284040125878","34.483","136.163",,,"7.3","12.73","13.25"
"Jun 10, 2020 @ 00:27:03.000","note:dev:865284040070785","34.122","-118.261",,,0,"0.08","0.53"
"Jun 10, 2020 @ 00:26:57.000","note:dev:865284040070785","34.122","-118.261",,,0,0,0
"Jun 10, 2020 @ 00:26:52.000","note:dev:865284040070785","34.122","-118.261",,,"11.1","11.58","11.85"
"Jun 10, 2020 @ 00:26:47.000","note:dev:865284040070785","34.122","-118.261",,,0,0,0
"Jun 10, 2020 @ 00:26:13.000","note:dev:865284040083945","35.665","139.705",,,"6.33","7.03","7.1"
"Jun 10, 2020 @ 00:26:08.000","note:dev:865284040083945","35.665","139.705",,,"5.3","7.38","8.23"
"Jun 10, 2020 @ 00:26:03.000","note:dev:865284040083945","35.665","139.705",,,"6.63","8.93","9.23"
"Jun 10, 2020 @ 00:25:58.000","note:dev:865284040083945","35.665","139.705",,,"6.45","7.15","7.9"
"Jun 10, 2020 @ 00:24:35.000","note:dev:865284040125720","37.739","-122.503",,,0,"0.68","2.35"
"Jun 10, 2020 @ 00:24:30.000","note:dev:865284040125720","37.739","-122.503",,,0,"1.23","2.42"
"Jun 10, 2020 @ 00:24:25.000","note:dev:865284040125720","37.739","-122.503",,,0,"0.98","1.83"
"Jun 10, 2020 @ 00:24:20.000","note:dev:865284040125720","37.739","-122.503",,,0,"1.55","1.78"
"Jun 10, 2020 @ 00:14:14.000","safecast:3714913954","52.395","4.875",,,3,4,5
"Jun 10, 2020 @ 00:10:11.000","safecast:678194983","46.555","15.636",,,3,5,5
"Jun 9, 2020 @ 23:46:48.000","safecast:2299238163","34.112","-118.255","47.784","-39.322",0,0,0
"Jun 9, 2020 @ 23:45:19.000","note:dev:865284040101085","34.172","-118.057",,,0,0,0
"Jun 9, 2020 @ 23:45:14.000","note:dev:865284040101085","34.172","-118.057",,,0,0,0
"Jun 9, 2020 @ 23:45:08.000","note:dev:865284040101085","34.172","-118.057",,,0,0,"0.45"
"Jun 9, 2020 @ 23:45:03.000","note:dev:865284040101085","34.172","-118.057",,,0,0,0
"Jun 9, 2020 @ 23:44:58.000","note:dev:865284040101085","34.172","-118.057",,,"1.6","3.25","3.25"
"Jun 9, 2020 @ 23:44:52.000","note:dev:865284040101085","34.172","-118.057",,,0,0,0
"Jun 9, 2020 @ 23:44:47.000","note:dev:865284040101085","34.172","-118.057",,,"1.6","1.75","1.75"
"Jun 9, 2020 @ 23:44:42.000","note:dev:865284040101085","34.172","-118.057",,,"5.65","6.9","7.33"
"Jun 9, 2020 @ 23:44:37.000","note:dev:865284040101085","34.172","-118.057",,,0,0,0
"Jun 9, 2020 @ 23:44:31.000","note:dev:865284040101085","34.172","-118.057",,,0,0,0
"Jun 9, 2020 @ 23:44:26.000","note:dev:865284040101085","34.172","-118.057",,,0,0,0
"Jun 9, 2020 @ 23:44:24.000","safecast:3714913954","52.395","4.875",,,,17,19
"Jun 9, 2020 @ 23:44:21.000","note:dev:865284040101085","34.172","-118.057",,,"0.23","0.65","0.65"
"Jun 9, 2020 @ 23:44:16.000","note:dev:865284040101085","34.172","-118.057",,,"1.83","2.58","2.58"
"Jun 9, 2020 @ 23:44:10.000","note:dev:865284040101085","34.172","-118.057",,,"1.4","1.75","2.25"
"Jun 9, 2020 @ 23:44:05.000","note:dev:865284040101085","34.172","-118.057",,,"7.5","9.45","9.45"
"Jun 9, 2020 @ 23:44:00.000","note:dev:865284040101085","34.172","-118.057",,,"9.03","11.45","11.45"
"Jun 9, 2020 @ 23:43:55.000","note:dev:865284040101085","34.172","-118.057",,,0,0,0
"Jun 9, 2020 @ 23:43:49.000","note:dev:865284040101085","34.172","-118.057",,,"3.13","3.28","3.5"
"Jun 9, 2020 @ 23:43:44.000","note:dev:865284040101085","34.172","-118.057",,,0,0,"0.75"
"Jun 9, 2020 @ 23:43:39.000","note:dev:865284040101085","34.172","-118.057",,,"0.85","0.85","0.85"
"Jun 9, 2020 @ 23:43:34.000","note:dev:865284040101085","34.172","-118.057",,,1,"1.08","1.08"
"Jun 9, 2020 @ 23:43:28.000","note:dev:865284040101085","34.172","-118.057",,,0,0,0
"Jun 9, 2020 @ 23:43:23.000","note:dev:865284040101085","34.172","-118.057",,,0,0,0
"Jun 9, 2020 @ 23:43:18.000","note:dev:865284040101085","34.172","-118.057",,,0,0,0
"Jun 9, 2020 @ 23:43:13.000","note:dev:865284040101085","34.172","-118.057",,,"4.47","5.98","5.98"
"Jun 9, 2020 @ 23:40:05.000","safecast:678194983","46.555","15.636",,,3,4,5
"Jun 9, 2020 @ 23:26:57.000","note:dev:865284040070785","34.122","-118.261",,,"5.58","5.9","6.2"
"Jun 9, 2020 @ 23:26:52.000","note:dev:865284040070785","34.122","-118.261",,,0,0,0
"Jun 9, 2020 @ 23:26:46.000","note:dev:865284040070785","34.122","-118.261",,,"7.45","7.85","8.9"
"Jun 9, 2020 @ 23:26:41.000","note:dev:865284040070785","34.122","-118.261",,,0,0,0
"Jun 9, 2020 @ 23:25:52.000","note:dev:865284040083945","35.665","139.705",,,"7.6","10.3","10.83"
"Jun 9, 2020 @ 23:25:46.000","note:dev:865284040083945","35.665","139.705",,,"12.25","14.88","14.95"
"Jun 9, 2020 @ 23:24:42.000","note:dev:865284040125720","37.739","-122.503",,,0,"1.7","1.85"
"Jun 9, 2020 @ 23:24:36.000","note:dev:865284040125720","37.739","-122.503",,,0,"0.25","1.3"
"Jun 9, 2020 @ 23:24:31.000","note:dev:865284040125720","37.739","-122.503",,,0,"1.68","3.1"
"Jun 9, 2020 @ 23:24:26.000","note:dev:865284040125720","37.739","-122.503",,,0,"0.63","1.48"
"Jun 9, 2020 @ 23:14:18.000","safecast:3714913954","52.395","4.875",,,40,45,49
"Jun 9, 2020 @ 23:10:05.000","safecast:678194983","46.555","15.636",,,4,6,7
"Jun 9, 2020 @ 23:01:50.000","note:dev:865284040097945","34.122","-118.261",,,0,0,0
"Jun 9, 2020 @ 23:01:45.000","note:dev:865284040097945","34.122","-118.261",,,0,"0.18","0.18"
"Jun 9, 2020 @ 22:44:14.000","safecast:3714913954","52.395","4.875",,,28,31,32
"Jun 9, 2020 @ 22:43:33.000","note:dev:865284040083945","35.665","139.705",,,"11.48","14.63","15.2"
"Jun 9, 2020 @ 22:43:28.000","note:dev:865284040083945","35.665","139.705",,,"15.35","20.43","21.65"
"Jun 9, 2020 @ 22:40:11.000","safecast:678194983","46.555","15.636",,,4,7,7
"Jun 9, 2020 @ 22:37:12.000","note:dev:865284040095238","34.122","-118.262",,,"6.65","7.5","7.6"
"Jun 9, 2020 @ 22:37:07.000","note:dev:865284040095238","34.122","-118.262",,,"3.45","3.6","3.6"
"Jun 9, 2020 @ 22:29:06.000","note:dev:865284040125878","34.483","136.163",,,"8.88","14.33","15.38"
"Jun 9, 2020 @ 22:29:01.000","note:dev:865284040125878","34.483","136.163",,,"16.8","26.18","26.8"
"Jun 9, 2020 @ 22:28:13.000","note:dev:865284040097879","34.065","-118.286",,,0,0,0
"Jun 9, 2020 @ 22:28:07.000","note:dev:865284040070785","34.122","-118.261",,,0,0,0
"Jun 9, 2020 @ 22:28:07.000","note:dev:865284040097879","34.065","-118.286",,,0,0,0
"Jun 9, 2020 @ 22:28:02.000","note:dev:865284040097879","34.065","-118.286",,,"7.33","8.18","8.3"
"Jun 9, 2020 @ 22:28:01.000","note:dev:865284040070785","34.122","-118.261",,,0,0,0
"Jun 9, 2020 @ 22:27:57.000","note:dev:865284040097879","34.065","-118.286",,,"0.85","1.55","1.88"
"Jun 9, 2020 @ 22:27:56.000","note:dev:865284040070785","34.122","-118.261",,,0,0,0
"Jun 9, 2020 @ 22:27:51.000","note:dev:865284040070785","34.122","-118.261",,,0,0,"0.38"
"Jun 9, 2020 @ 22:24:21.000","note:dev:865284040125720","37.739","-122.503",,,0,"1.4","2.68"
"Jun 9, 2020 @ 22:24:15.000","note:dev:865284040125720","37.739","-122.503",,,0,"1.23","2.33"
"Jun 9, 2020 @ 22:24:10.000","note:dev:865284040125720","37.739","-122.503",,,"0.15","1.9","2.85"
"Jun 9, 2020 @ 22:24:05.000","note:dev:865284040125720","37.739","-122.503",,,0,"1.75","1.75"
"Jun 9, 2020 @ 22:14:12.000","safecast:3714913954","52.395","4.875",,,24,28,30
"Jun 9, 2020 @ 22:10:11.000","safecast:678194983","46.555","15.636",,,5,7,7
"Jun 9, 2020 @ 22:08:39.000","note:dev:865284040095295","42.565","-70.784",,,"0.25","0.88","0.88"
"Jun 9, 2020 @ 21:44:17.000","safecast:3714913954","52.395","4.875",,,9,11,11
"Jun 9, 2020 @ 21:40:05.000","safecast:678194983","46.555","15.636",,,4,6,6
"Jun 9, 2020 @ 21:28:14.000","note:dev:865284040097879","34.065","-118.286",,,"4.88","4.88","4.88"
"Jun 9, 2020 @ 21:28:09.000","note:dev:865284040097879","34.065","-118.286",,,"9.03","9.3","9.3"
"Jun 9, 2020 @ 21:28:04.000","note:dev:865284040097879","34.065","-118.286",,,"5.8","6.88","6.88"
"Jun 9, 2020 @ 21:27:58.000","note:dev:865284040097879","34.065","-118.286",,,"3.58","3.73","3.78"
"Jun 9, 2020 @ 21:27:11.000","note:dev:865284040070785","34.122","-118.261",,,0,0,0
"Jun 9, 2020 @ 21:27:06.000","note:dev:865284040070785","34.122","-118.261",,,0,0,0
"Jun 9, 2020 @ 21:27:01.000","note:dev:865284040070785","34.122","-118.261",,,0,0,0
"Jun 9, 2020 @ 21:24:38.000","note:dev:865284040125720","37.739","-122.503",,,"0.23","2.88","3.03"
"Jun 9, 2020 @ 21:24:33.000","note:dev:865284040125720","37.739","-122.503",,,"0.23","2.23","3.8"
"Jun 9, 2020 @ 21:24:28.000","note:dev:865284040125720","37.739","-122.503",,,0,"1.33","2.58"
"Jun 9, 2020 @ 21:24:22.000","note:dev:865284040125720","37.739","-122.503",,,"0.15","1.43","3.53"
"Jun 9, 2020 @ 21:14:13.000","safecast:3714913954","52.395","4.875",,,28,33,37
"Jun 9, 2020 @ 21:10:11.000","safecast:678194983","46.555","15.636",,,6,9,10
"Jun 9, 2020 @ 20:49:52.000","note:dev:865284040102018","25.038","121.507",,,0,0,0
"Jun 9, 2020 @ 20:49:47.000","note:dev:865284040102018","25.038","121.507",,,0,"0.08","0.08"
"Jun 9, 2020 @ 20:44:14.000","safecast:3714913954","52.395","4.875",,,21,24,24
"Jun 9, 2020 @ 20:43:56.000","note:dev:865284040097945","34.122","-118.261",,,0,0,0
"Jun 9, 2020 @ 20:43:51.000","note:dev:865284040097945","34.122","-118.261",,,"1.33",2,2
"Jun 9, 2020 @ 20:43:46.000","note:dev:865284040097945","34.122","-118.261",,,0,0,0
"Jun 9, 2020 @ 20:43:40.000","note:dev:865284040097945","34.122","-118.261",,,0,0,0
"Jun 9, 2020 @ 20:43:28.000","note:dev:865284040083945","35.665","139.705",,,"15.28","20.5","22.55"
"Jun 9, 2020 @ 20:43:23.000","note:dev:865284040083945","35.665","139.705",,,"16.6","22.23","24.03"
"Jun 9, 2020 @ 20:41:12.000","note:dev:865284040095238","34.122","-118.262",,,"1.33","1.85","1.93"
"Jun 9, 2020 @ 20:41:07.000","note:dev:865284040095238","34.122","-118.261",,,0,0,0
"Jun 9, 2020 @ 20:40:11.000","safecast:678194983","46.555","15.636",,,7,9,10
"Jun 9, 2020 @ 20:29:23.000","note:dev:865284040125878","34.483","136.163",,,"13.1","18.75","19.6"
"Jun 9, 2020 @ 20:29:17.000","note:dev:865284040125878","34.483","136.163",,,"14.78","25.33","26.5"
"Jun 9, 2020 @ 20:29:09.000","note:dev:865284040070785","34.122","-118.261",,,"13.63","13.63","13.63"
"Jun 9, 2020 @ 20:29:04.000","note:dev:865284040070785","34.122","-118.261",,,15,"15.98","15.98"
"Jun 9, 2020 @ 20:28:59.000","note:dev:865284040070785","34.122","-118.261",,,0,0,0
"Jun 9, 2020 @ 20:27:54.000","note:dev:865284040097879","34.065","-118.286",,,"5.45","5.6","5.6"
"Jun 9, 2020 @ 20:27:49.000","note:dev:865284040097879","34.065","-118.286",,,"8.68","8.75","8.75"
"Jun 9, 2020 @ 20:27:44.000","note:dev:865284040097879","34.065","-118.286",,,"2.4","2.45","2.45"
"Jun 9, 2020 @ 20:27:38.000","note:dev:865284040097879","34.065","-118.286",,,"7.3","7.5","7.88"
"Jun 9, 2020 @ 20:24:12.000","note:dev:865284040125720","37.739","-122.503",,,"0.45","1.85","3.1"
"Jun 9, 2020 @ 20:24:06.000","note:dev:865284040125720","37.739","-122.503",,,"0.3","2.38","3.13"
"Jun 9, 2020 @ 20:24:01.000","note:dev:865284040125720","37.739","-122.503",,,"0.3","2.85","3.93"
"Jun 9, 2020 @ 20:23:56.000","note:dev:865284040125720","37.739","-122.503",,,0,"1.33","1.33"
"Jun 9, 2020 @ 20:23:41.000","note:dev:865284040095295","42.565","-70.784",,,"0.08","0.45","0.63"
"Jun 9, 2020 @ 20:23:36.000","note:dev:865284040095295","42.565","-70.784",,,"2.48","3.25","3.25"
"Jun 9, 2020 @ 20:21:36.000","note:dev:864622040009397","42.565","-70.784",,,"0.05","0.33","0.33"
"Jun 9, 2020 @ 20:21:31.000","note:dev:864622040009397","42.565","-70.784",,,"1.18","2.1","2.63"
"Jun 9, 2020 @ 20:14:15.000","safecast:3714913954","52.395","4.875",,,9,10,11
"Jun 9, 2020 @ 20:10:11.000","safecast:678194983","46.555","15.636",,,8,11,12
"Jun 9, 2020 @ 19:44:14.000","safecast:3714913954","52.395","4.875",,,5,5,5
"Jun 9, 2020 @ 19:40:11.000","safecast:678194983","46.555","15.636",,,6,8,9
"Jun 9, 2020 @ 19:35:24.000","safecast:4267748403","34.122","-118.261","60.754","-62.062",0,0,0
"Jun 9, 2020 @ 19:28:23.000","note:dev:865284040097879","34.065","-118.286",,,"7.35","7.78","7.78"
"Jun 9, 2020 @ 19:28:17.000","note:dev:865284040097879","34.065","-118.286",,,"7.18","7.18","8.13"
"Jun 9, 2020 @ 19:28:12.000","note:dev:865284040097879","34.065","-118.286",,,"10.23","11.03","11.35"
"Jun 9, 2020 @ 19:28:07.000","note:dev:865284040097879","34.065","-118.286",,,"16.1","17.75","18.38"
"Jun 9, 2020 @ 19:24:34.000","note:dev:865284040125720","37.739","-122.503",,,"0.33","2.48","2.88"
"Jun 9, 2020 @ 19:24:29.000","note:dev:865284040125720","37.739","-122.503",,,0,"2.38","4.28"
"Jun 9, 2020 @ 19:24:23.000","note:dev:865284040125720","37.739","-122.503",,,"0.98","3.45","3.83"
"Jun 9, 2020 @ 19:24:18.000","note:dev:865284040125720","37.739","-122.503",,,1,4,"5.75"
"Jun 9, 2020 @ 19:14:28.000","safecast:3714913954","52.395","4.875",,,2,3,3
"Jun 9, 2020 @ 19:13:53.000","safecast:1094924990","33.449","-117.649",,,0,0,0
"Jun 9, 2020 @ 19:10:11.000","safecast:678194983","46.555","15.636",,,5,7,7
"Jun 9, 2020 @ 18:44:25.000","safecast:3714913954","52.395","4.875",,,2,2,3
"Jun 9, 2020 @ 18:44:02.000","note:dev:865284040097945","34.122","-118.261",,,"3.35","3.75","3.95"
"Jun 9, 2020 @ 18:43:57.000","note:dev:865284040097945","34.122","-118.261",,,"1.38","1.55","1.58"
"Jun 9, 2020 @ 18:43:51.000","note:dev:865284040097945","34.122","-118.261",,,"6.2","6.55","6.8"
"Jun 9, 2020 @ 18:43:46.000","note:dev:865284040097945","34.122","-118.261",,,"5.43","5.6","5.8"
"Jun 9, 2020 @ 18:43:25.000","note:dev:865284040083945","35.665","139.705",,,"14.35","18.65","19.27"
"Jun 9, 2020 @ 18:43:19.000","note:dev:865284040083945","35.665","139.705",,,"17.65","25.45","26.55"
"Jun 9, 2020 @ 18:40:11.000","safecast:678194983","46.555","15.636",,,4,6,7
"Jun 9, 2020 @ 18:37:23.000","note:dev:865284040095238","34.122","-118.261",,,0,0,0
"Jun 9, 2020 @ 18:37:18.000","note:dev:865284040095238","34.122","-118.261",,,"4.03","4.6","4.97"
"Jun 9, 2020 @ 18:29:08.000","note:dev:865284040125878","34.483","136.163",,,"13.25","19.45","20.88"
"Jun 9, 2020 @ 18:29:02.000","note:dev:865284040125878","34.483","136.163",,,"13.1","22.9","23.53"
"Jun 9, 2020 @ 18:28:19.000","note:dev:865284040097879","34.065","-118.286",,,"5.58","7.4","7.63"
"Jun 9, 2020 @ 18:28:14.000","note:dev:865284040097879","34.065","-118.286",,,"12.28","13.5","14.08"
"Jun 9, 2020 @ 18:28:08.000","note:dev:865284040097879","34.065","-118.286",,,8,"8.18","8.98"
"Jun 9, 2020 @ 18:28:03.000","note:dev:865284040097879","34.065","-118.286",,,"8.18","8.85","8.85"
"Jun 9, 2020 @ 18:27:29.000","note:dev:865284040070785","34.122","-118.261",,,"13.33","13.55","13.55"
"Jun 9, 2020 @ 18:27:23.000","note:dev:865284040070785","34.122","-118.261",,,0,0,0
"Jun 9, 2020 @ 18:26:46.000","note:dev:865284040125720","37.739","-122.503",,,"1.98","4.83","4.9"
"Jun 9, 2020 @ 18:26:41.000","note:dev:865284040125720","37.739","-122.503",,,"2.85","5.78","7.88"
"Jun 9, 2020 @ 18:24:57.000","safecast:1045649384","37.739","-122.503","34.655","2.502",2,4,5
"Jun 9, 2020 @ 18:22:45.000","note:dev:865284040095295","42.565","-70.784",,,"2.25","3.25","3.4"
"Jun 9, 2020 @ 18:22:40.000","note:dev:865284040095295","42.565","-70.784",,,"0.28","0.95","0.95"
"Jun 9, 2020 @ 18:22:34.000","note:dev:865284040095295","42.565","-70.784",,,"0.63","1.35","1.35"
"Jun 9, 2020 @ 18:21:01.000","note:dev:864622040009397","42.565","-70.784",,,"1.9","3.3","3.3"
"Jun 9, 2020 @ 18:14:13.000","safecast:3714913954","52.395","4.875",,,2,3,3
"Jun 9, 2020 @ 18:10:11.000","safecast:678194983","46.555","15.636",,,2,3,3
"Jun 9, 2020 @ 17:56:33.000","safecast:3709008148","42.565","-70.784","39.087","-8.513","1,335","1,335","1,335"
"Jun 9, 2020 @ 17:44:14.000","safecast:3714913954","52.395","4.875",,,3,4,4
"Jun 9, 2020 @ 17:44:01.000","note:dev:865284040097945","34.122","-118.261",,,"0.13","0.18","0.18"
"Jun 9, 2020 @ 17:43:55.000","note:dev:865284040097945","34.122","-118.261",,,"2.2","2.65","2.65"
"Jun 9, 2020 @ 17:43:50.000","note:dev:865284040097945","34.122","-118.261",,,"1.13","1.25","1.73"
"Jun 9, 2020 @ 17:43:45.000","note:dev:865284040097945","34.122","-118.261",,,"0.78","1.05","1.05"
"Jun 9, 2020 @ 17:40:11.000","safecast:678194983","46.555","15.636",,,3,4,4
"Jun 9, 2020 @ 17:28:47.000","note:dev:865284040097879","34.065","-118.286",,,0,0,0
"Jun 9, 2020 @ 17:28:42.000","note:dev:865284040097879","34.065","-118.286",,,0,0,0
"Jun 9, 2020 @ 17:28:37.000","note:dev:865284040097879","34.065","-118.286",,,"6.75","6.9","7.28"
"Jun 9, 2020 @ 17:28:31.000","note:dev:865284040097879","34.065","-118.286",,,"3.25",4,"4.55"
"Jun 9, 2020 @ 17:14:15.000","safecast:3714913954","52.395","4.875",,,12,15,16
"Jun 9, 2020 @ 17:10:11.000","safecast:678194983","46.555","15.636",,,2,2,3
"Jun 9, 2020 @ 16:50:08.000","note:dev:865284040102018","25.038","121.507",,,0,0,0
"Jun 9, 2020 @ 16:50:03.000","note:dev:865284040102018","25.038","121.507",,,0,0,0
"Jun 9, 2020 @ 16:44:15.000","safecast:3714913954","52.395","4.875",,,3,5,5
"Jun 9, 2020 @ 16:43:49.000","note:dev:865284040083945","35.665","139.705",,,"15.2","18.68","19.13"
"Jun 9, 2020 @ 16:43:49.000","note:dev:865284040097945","34.122","-118.261",,,0,0,0
"Jun 9, 2020 @ 16:43:44.000","note:dev:865284040083945","35.665","139.705",,,"12.13","17.95","19.1"
"Jun 9, 2020 @ 16:43:44.000","note:dev:865284040097945","34.122","-118.261",,,1,"1.78","1.78"
"Jun 9, 2020 @ 16:43:39.000","note:dev:865284040097945","34.122","-118.261",,,0,0,0
"Jun 9, 2020 @ 16:43:34.000","note:dev:865284040097945","34.122","-118.261",,,0,0,0
"Jun 9, 2020 @ 16:41:02.000","note:dev:865284040095238","34.122","-118.261",,,0,0,0
"Jun 9, 2020 @ 16:40:57.000","note:dev:865284040095238","34.122","-118.262",,,0,0,"0.1"
"Jun 9, 2020 @ 16:40:11.000","safecast:678194983","46.555","15.636",,,2,3,3
"Jun 9, 2020 @ 16:40:11.000","note:dev:865284040125720","37.739","-122.503",,,"2.4","6.75","8.7"
"Jun 9, 2020 @ 16:40:06.000","note:dev:865284040125720","37.739","-122.503",,,"4.03","7.15","10.4"
